,symbol,date,1. open_x,2. high_x,3. low_x,4. close_x,5. volume,daily_return,currencyPair,1. open_y,2. high_y,3. low_y,4. close_y
48,MSFT,2024-04-16,414.57,418.4,413.7301,414.58,16765616.0,0.6653069153069069,EURUSD,1.06238,1.06535,1.0601,1.06146
49,MSFT,2024-04-16,414.57,418.4,413.7301,414.58,16765616.0,0.6653069153069069,USDJPY,154.22,154.784,153.89,154.65
50,MSFT,2024-04-16,414.57,418.4,413.7301,414.58,16765616.0,0.6653069153069069,GBPUSD,1.24449,1.24719,1.24053,1.24258
51,GOOGL,2024-04-16,154.19,155.65,153.43,154.4,20779495.0,-0.688235672477,EURUSD,1.06238,1.06535,1.0601,1.06146
52,GOOGL,2024-04-16,154.19,155.65,153.43,154.4,20779495.0,-0.688235672477,USDJPY,154.22,154.784,153.89,154.65
53,GOOGL,2024-04-16,154.19,155.65,153.43,154.4,20779495.0,-0.688235672477,GBPUSD,1.24449,1.24719,1.24053,1.24258
54,AAPL,2024-04-15,175.36,176.63,172.5,172.69,73531773.0,1.954185854292123,EURUSD,1.06337,1.06652,1.062,1.06234
55,AAPL,2024-04-15,175.36,176.63,172.5,172.69,73531773.0,1.954185854292123,USDJPY,153.1,154.445,153.082,154.223
56,AAPL,2024-04-15,175.36,176.63,172.5,172.69,73531773.0,1.954185854292123,GBPUSD,1.24486,1.24984,1.24355,1.24434
57,MSFT,2024-04-15,426.6,426.82,413.43,413.64,20273538.0,-0.22673549134063498,EURUSD,1.06337,1.06652,1.062,1.06234
58,MSFT,2024-04-15,426.6,426.82,413.43,413.64,20273538.0,-0.22673549134063498,USDJPY,153.1,154.445,153.082,154.223
59,MSFT,2024-04-15,426.6,426.82,413.43,413.64,20273538.0,-0.22673549134063498,GBPUSD,1.24486,1.24984,1.24355,1.24434
60,GOOGL,2024-04-15,158.86,159.24,154.59,154.86,27136472.0,0.2979274611399019,EURUSD,1.06337,1.06652,1.062,1.06234
61,GOOGL,2024-04-15,158.86,159.24,154.59,154.86,27136472.0,0.2979274611399019,USDJPY,153.1,154.445,153.082,154.223
62,GOOGL,2024-04-15,158.86,159.24,154.59,154.86,27136472.0,0.2979274611399019,GBPUSD,1.24486,1.24984,1.24355,1.24434
63,AAPL,2024-04-12,174.26,178.36,174.21,176.55,101670886.0,2.2352191788754583,EURUSD,1.07265,1.07293,1.0622,1.06385
64,AAPL,2024-04-12,174.26,178.36,174.21,176.55,101670886.0,2.2352191788754583,USDJPY,153.213,153.386,152.588,153.24
65,AAPL,2024-04-12,174.26,178.36,174.21,176.55,101670886.0,2.2352191788754583,GBPUSD,1.25539,1.25587,1.24263,1.245
66,MSFT,2024-04-12,424.05,425.1794,419.77,421.9,19253750.0,1.996905521709702,EURUSD,1.07265,1.07293,1.0622,1.06385
67,MSFT,2024-04-12,424.05,425.1794,419.77,421.9,19253750.0,1.996905521709702,USDJPY,153.213,153.386,152.588,153.24
68,MSFT,2024-04-12,424.05,425.1794,419.77,421.9,19253750.0,1.996905521709702,GBPUSD,1.25539,1.25587,1.24263,1.245
69,GOOGL,2024-04-12,157.96,160.2225,157.14,157.73,25353746.0,1.853286839726187,EURUSD,1.07265,1.07293,1.0622,1.06385
70,GOOGL,2024-04-12,157.96,160.2225,157.14,157.73,25353746.0,1.853286839726187,USDJPY,153.213,153.386,152.588,153.24
71,GOOGL,2024-04-12,157.96,160.2225,157.14,157.73,25353746.0,1.853286839726187,GBPUSD,1.25539,1.25587,1.24263,1.245
72,AAPL,2024-04-11,168.34,175.46,168.16,175.04,91070275.0,-0.8552817898612397,EURUSD,1.07429,1.07566,1.06989,1.07267
73,AAPL,2024-04-11,168.34,175.46,168.16,175.04,91070275.0,-0.8552817898612397,USDJPY,152.985,153.318,152.753,153.202
74,AAPL,2024-04-11,168.34,175.46,168.16,175.04,91070275.0,-0.8552817898612397,GBPUSD,1.2537,1.25785,1.25103,1.25544
75,MSFT,2024-04-11,425.82,429.37,422.36,427.93,17966423.0,1.429248637117797,EURUSD,1.07429,1.07566,1.06989,1.07267
76,MSFT,2024-04-11,425.82,429.37,422.36,427.93,17966423.0,1.429248637117797,USDJPY,152.985,153.318,152.753,153.202
77,MSFT,2024-04-11,425.82,429.37,422.36,427.93,17966423.0,1.429248637117797,GBPUSD,1.2537,1.25785,1.25103,1.25544
78,GOOGL,2024-04-11,156.91,159.68,156.46,159.41,27166431.0,1.065111266087615,EURUSD,1.07429,1.07566,1.06989,1.07267
79,GOOGL,2024-04-11,156.91,159.68,156.46,159.41,27166431.0,1.065111266087615,USDJPY,152.985,153.318,152.753,153.202
80,GOOGL,2024-04-11,156.91,159.68,156.46,159.41,27166431.0,1.065111266087615,GBPUSD,1.2537,1.25785,1.25103,1.25544
81,AAPL,2024-04-10,168.8,169.09,167.11,167.78,49709336.0,-4.14762340036563,EURUSD,1.08569,1.08665,1.07285,1.07429
82,AAPL,2024-04-10,168.8,169.09,167.11,167.78,49709336.0,-4.14762340036563,USDJPY,151.744,153.238,151.678,152.984
83,AAPL,2024-04-10,168.8,169.09,167.11,167.78,49709336.0,-4.14762340036563,GBPUSD,1.26755,1.27078,1.25197,1.25361
84,MSFT,2024-04-10,422.19,424.03,419.7,423.26,16216581.0,-1.0912999789685296,EURUSD,1.08569,1.08665,1.07285,1.07429
85,MSFT,2024-04-10,422.19,424.03,419.7,423.26,16216581.0,-1.0912999789685296,USDJPY,151.744,153.238,151.678,152.984
86,MSFT,2024-04-10,422.19,424.03,419.7,423.26,16216581.0,-1.0912999789685296,GBPUSD,1.26755,1.27078,1.25197,1.25361
87,GOOGL,2024-04-10,156.21,156.61,154.68,156.14,22838629.0,-2.0513142211906477,EURUSD,1.08569,1.08665,1.07285,1.07429
88,GOOGL,2024-04-10,156.21,156.61,154.68,156.14,22838629.0,-2.0513142211906477,USDJPY,151.744,153.238,151.678,152.984
89,GOOGL,2024-04-10,156.21,156.61,154.68,156.14,22838629.0,-2.0513142211906477,GBPUSD,1.26755,1.27078,1.25197,1.25361
90,AAPL,2024-04-09,168.7,170.08,168.35,169.67,42231444.0,1.1264751460245526,EURUSD,1.08589,1.08851,1.08475,1.08575
91,AAPL,2024-04-09,168.7,170.08,168.35,169.67,42231444.0,1.1264751460245526,USDJPY,151.813,151.936,151.564,151.736
92,AAPL,2024-04-09,168.7,170.08,168.35,169.67,42231444.0,1.1264751460245526,GBPUSD,1.26531,1.27093,1.26483,1.26755
93,MSFT,2024-04-09,426.44,427.74,421.62,426.28,12468710.0,0.7135094268298392,EURUSD,1.08589,1.08851,1.08475,1.08575
94,MSFT,2024-04-09,426.44,427.74,421.62,426.28,12468710.0,0.7135094268298392,USDJPY,151.813,151.936,151.564,151.736
95,MSFT,2024-04-09,426.44,427.74,421.62,426.28,12468710.0,0.7135094268298392,GBPUSD,1.26531,1.27093,1.26483,1.26755
96,GOOGL,2024-04-09,156.085,158.56,155.19,156.6,30739691.0,0.2946074036121571,EURUSD,1.08589,1.08851,1.08475,1.08575
97,GOOGL,2024-04-09,156.085,158.56,155.19,156.6,30739691.0,0.2946074036121571,USDJPY,151.813,151.936,151.564,151.736
98,GOOGL,2024-04-09,156.085,158.56,155.19,156.6,30739691.0,0.2946074036121571,GBPUSD,1.26531,1.27093,1.26483,1.26755
99,AAPL,2024-04-08,169.03,169.2,168.24,168.45,37216858.0,-0.7190428478811794,EURUSD,1.08371,1.0863,1.08206,1.0859
100,AAPL,2024-04-08,169.03,169.2,168.24,168.45,37216858.0,-0.7190428478811794,USDJPY,151.6,151.944,151.57,151.812
101,AAPL,2024-04-08,169.03,169.2,168.24,168.45,37216858.0,-0.7190428478811794,GBPUSD,1.26293,1.26641,1.26129,1.26528
102,MSFT,2024-04-08,425.17,427.28,423.3,424.59,14248192.0,-0.3964530355634821,EURUSD,1.08371,1.0863,1.08206,1.0859
103,MSFT,2024-04-08,425.17,427.28,423.3,424.59,14248192.0,-0.3964530355634821,USDJPY,151.6,151.944,151.57,151.812
104,MSFT,2024-04-08,425.17,427.28,423.3,424.59,14248192.0,-0.3964530355634821,GBPUSD,1.26293,1.26641,1.26129,1.26528
105,GOOGL,2024-04-08,152.78,155.27,152.61,154.85,20577435.0,-1.1174968071519742,EURUSD,1.08371,1.0863,1.08206,1.0859
106,GOOGL,2024-04-08,152.78,155.27,152.61,154.85,20577435.0,-1.1174968071519742,USDJPY,151.6,151.944,151.57,151.812
107,GOOGL,2024-04-08,152.78,155.27,152.61,154.85,20577435.0,-1.1174968071519742,GBPUSD,1.26293,1.26641,1.26129,1.26528
108,AAPL,2024-04-05,169.59,170.39,168.95,169.58,41975776.0,0.6708222024339738,EURUSD,1.08381,1.0848,1.07912,1.0836
109,AAPL,2024-04-05,169.59,170.39,168.95,169.58,41975776.0,0.6708222024339738,USDJPY,151.308,151.75,150.807,151.609
110,AAPL,2024-04-05,169.59,170.39,168.95,169.58,41975776.0,0.6708222024339738,GBPUSD,1.26409,1.26483,1.2574,1.2636
111,MSFT,2024-04-05,420.01,426.51,418.32,425.52,16526878.0,0.2190348336041925,EURUSD,1.08381,1.0848,1.07912,1.0836
112,MSFT,2024-04-05,420.01,426.51,418.32,425.52,16526878.0,0.2190348336041925,USDJPY,151.308,151.75,150.807,151.609
113,MSFT,2024-04-05,420.01,426.51,418.32,425.52,16526878.0,0.2190348336041925,GBPUSD,1.26409,1.26483,1.2574,1.2636
114,GOOGL,2024-04-05,150.03,153.42,149.6,152.5,23328522.0,-1.517597675169513,EURUSD,1.08381,1.0848,1.07912,1.0836
115,GOOGL,2024-04-05,150.03,153.42,149.6,152.5,23328522.0,-1.517597675169513,USDJPY,151.308,151.75,150.807,151.609
116,GOOGL,2024-04-05,150.03,153.42,149.6,152.5,23328522.0,-1.517597675169513,GBPUSD,1.26409,1.26483,1.2574,1.2636
117,AAPL,2024-04-04,170.29,171.92,168.82,168.82,53355055.0,-0.448166057318089,EURUSD,1.08331,1.08766,1.08314,1.08382
118,AAPL,2024-04-04,170.29,171.92,168.82,168.82,53355055.0,-0.448166057318089,USDJPY,151.648,151.77,151.116,151.302
119,AAPL,2024-04-04,170.29,171.92,168.82,168.82,53355055.0,-0.448166057318089,GBPUSD,1.26496,1.26836,1.26325,1.26409
120,MSFT,2024-04-04,424.99,428.67,417.57,417.88,19290884.0,-1.795450272607635,EURUSD,1.08331,1.08766,1.08314,1.08382
121,MSFT,2024-04-04,424.99,428.67,417.57,417.88,19290884.0,-1.795450272607635,USDJPY,151.648,151.77,151.116,151.302
122,MSFT,2024-04-04,424.99,428.67,417.57,417.88,19290884.0,-1.795450272607635,GBPUSD,1.26496,1.26836,1.26325,1.26409
123,GOOGL,2024-04-04,153.5,154.77,150.45,150.53,34468227.0,-1.2918032786885192,EURUSD,1.08331,1.08766,1.08314,1.08382
124,GOOGL,2024-04-04,153.5,154.77,150.45,150.53,34468227.0,-1.2918032786885192,USDJPY,151.648,151.77,151.116,151.302
125,GOOGL,2024-04-04,153.5,154.77,150.45,150.53,34468227.0,-1.2918032786885192,GBPUSD,1.26496,1.26836,1.26325,1.26409
126,AAPL,2024-04-03,168.79,170.68,168.58,169.65,45571129.0,0.4916479090155246,EURUSD,1.07722,1.0837,1.07637,1.08334
127,AAPL,2024-04-03,168.79,170.68,168.58,169.65,45571129.0,0.4916479090155246,USDJPY,151.561,151.953,151.437,151.642
128,AAPL,2024-04-03,168.79,170.68,168.58,169.65,45571129.0,0.4916479090155246,GBPUSD,1.25789,1.26559,1.2562,1.26496
129,MSFT,2024-04-03,419.73,423.26,419.085,420.45,16462007.0,0.6150090935196584,EURUSD,1.07722,1.0837,1.07637,1.08334
130,MSFT,2024-04-03,419.73,423.26,419.085,420.45,16462007.0,0.6150090935196584,USDJPY,151.561,151.953,151.437,151.642
131,MSFT,2024-04-03,419.73,423.26,419.085,420.45,16462007.0,0.6150090935196584,GBPUSD,1.25789,1.26559,1.2562,1.26496
132,GOOGL,2024-04-03,153.6,155.08,152.73,154.92,23884801.0,2.9163621869394696,EURUSD,1.07722,1.0837,1.07637,1.08334
133,GOOGL,2024-04-03,153.6,155.08,152.73,154.92,23884801.0,2.9163621869394696,USDJPY,151.561,151.953,151.437,151.642
134,GOOGL,2024-04-03,153.6,155.08,152.73,154.92,23884801.0,2.9163621869394696,GBPUSD,1.25789,1.26559,1.2562,1.26496
135,AAPL,2024-04-02,169.08,169.34,168.2302,168.84,49013991.0,-0.4774535809018543,EURUSD,1.07435,1.0779,1.07244,1.07734
136,AAPL,2024-04-02,169.08,169.34,168.2302,168.84,49013991.0,-0.4774535809018543,USDJPY,151.626,151.801,151.46,151.562
137,AAPL,2024-04-02,169.08,169.34,168.2302,168.84,49013991.0,-0.4774535809018543,GBPUSD,1.25527,1.25797,1.25391,1.25788
138,MSFT,2024-04-02,420.11,422.38,417.84,421.44,17861855.0,0.23546200499464653,EURUSD,1.07435,1.0779,1.07244,1.07734
139,MSFT,2024-04-02,420.11,422.38,417.84,421.44,17861855.0,0.23546200499464653,USDJPY,151.626,151.801,151.46,151.562
140,MSFT,2024-04-02,420.11,422.38,417.84,421.44,17861855.0,0.23546200499464653,GBPUSD,1.25527,1.25797,1.25391,1.25788
141,GOOGL,2024-04-02,153.5,154.7,152.15,154.56,24491676.0,-0.23237800154917165,EURUSD,1.07435,1.0779,1.07244,1.07734
142,GOOGL,2024-04-02,153.5,154.7,152.15,154.56,24491676.0,-0.23237800154917165,USDJPY,151.626,151.801,151.46,151.562
143,GOOGL,2024-04-02,153.5,154.7,152.15,154.56,24491676.0,-0.23237800154917165,GBPUSD,1.25527,1.25797,1.25391,1.25788
144,AAPL,2024-04-01,171.19,171.25,169.475,170.03,43772506.0,0.7048092868988443,EURUSD,1.0791,1.0799,1.07307,1.07428
145,AAPL,2024-04-01,171.19,171.25,169.475,170.03,43772506.0,0.7048092868988443,USDJPY,151.305,151.772,151.214,151.618
146,AAPL,2024-04-01,171.19,171.25,169.475,170.03,43772506.0,0.7048092868988443,GBPUSD,1.26258,1.2642,1.2539,1.25519
147,MSFT,2024-04-01,423.95,427.89,422.22,424.57,15602611.0,0.7426917236142749,EURUSD,1.0791,1.0799,1.07307,1.07428
148,MSFT,2024-04-01,423.95,427.89,422.22,424.57,15602611.0,0.7426917236142749,USDJPY,151.305,151.772,151.214,151.618
149,MSFT,2024-04-01,423.95,427.89,422.22,424.57,15602611.0,0.7426917236142749,GBPUSD,1.26258,1.2642,1.2539,1.25519
150,GOOGL,2024-04-01,150.69,155.74,150.61,155.49,31308247.0,0.6017080745341685,EURUSD,1.0791,1.0799,1.07307,1.07428
151,GOOGL,2024-04-01,150.69,155.74,150.61,155.49,31308247.0,0.6017080745341685,USDJPY,151.305,151.772,151.214,151.618
152,GOOGL,2024-04-01,150.69,155.74,150.61,155.49,31308247.0,0.6017080745341685,GBPUSD,1.26258,1.2642,1.2539,1.25519
153,AAPL,2024-03-28,171.75,172.23,170.51,171.48,65672690.0,0.852790683996929,EURUSD,1.0826,1.0827,1.07748,1.0789
154,AAPL,2024-03-28,171.75,172.23,170.51,171.48,65672690.0,0.852790683996929,USDJPY,151.25,151.544,151.144,151.368
155,AAPL,2024-03-28,171.75,172.23,170.51,171.48,65672690.0,0.852790683996929,GBPUSD,1.26368,1.26546,1.25855,1.2619
156,MSFT,2024-03-28,420.96,421.87,419.12,420.72,21871161.0,-0.9067998209953521,EURUSD,1.0826,1.0827,1.07748,1.0789
157,MSFT,2024-03-28,420.96,421.87,419.12,420.72,21871161.0,-0.9067998209953521,USDJPY,151.25,151.544,151.144,151.368
158,MSFT,2024-03-28,420.96,421.87,419.12,420.72,21871161.0,-0.9067998209953521,GBPUSD,1.26368,1.26546,1.25855,1.2619
159,GOOGL,2024-03-28,150.85,151.43,150.17,150.93,24485390.0,-2.9326644800308665,EURUSD,1.0826,1.0827,1.07748,1.0789
160,GOOGL,2024-03-28,150.85,151.43,150.17,150.93,24485390.0,-2.9326644800308665,USDJPY,151.25,151.544,151.144,151.368
161,GOOGL,2024-03-28,150.85,151.43,150.17,150.93,24485390.0,-2.9326644800308665,GBPUSD,1.26368,1.26546,1.25855,1.2619
162,AAPL,2024-03-27,170.41,173.6,170.11,173.31,60273265.0,1.0671798460461845,EURUSD,1.08319,1.08391,1.08104,1.08258
163,AAPL,2024-03-27,170.41,173.6,170.11,173.31,60273265.0,1.0671798460461845,USDJPY,151.51,151.971,151.022,151.249
164,AAPL,2024-03-27,170.41,173.6,170.11,173.31,60273265.0,1.0671798460461845,GBPUSD,1.26289,1.26411,1.2605,1.2637
165,MSFT,2024-03-27,424.44,424.45,419.01,421.43,16704978.0,0.16875831907205985,EURUSD,1.08319,1.08391,1.08104,1.08258
166,MSFT,2024-03-27,424.44,424.45,419.01,421.43,16704978.0,0.16875831907205985,USDJPY,151.51,151.971,151.022,151.249
167,MSFT,2024-03-27,424.44,424.45,419.01,421.43,16704978.0,0.16875831907205985,GBPUSD,1.26289,1.26411,1.2605,1.2637
168,GOOGL,2024-03-27,151.18,151.635,148.9,150.87,22879178.0,-0.03975352812561894,EURUSD,1.08319,1.08391,1.08104,1.08258
169,GOOGL,2024-03-27,151.18,151.635,148.9,150.87,22879178.0,-0.03975352812561894,USDJPY,151.51,151.971,151.022,151.249
170,GOOGL,2024-03-27,151.18,151.635,148.9,150.87,22879178.0,-0.03975352812561894,GBPUSD,1.26289,1.26411,1.2605,1.2637
171,AAPL,2024-03-26,170.0,171.42,169.58,169.71,57388449.0,-2.077202700363512,EURUSD,1.08364,1.08643,1.0824,1.08316
172,AAPL,2024-03-26,170.0,171.42,169.58,169.71,57388449.0,-2.077202700363512,USDJPY,151.402,151.603,151.202,151.501
173,AAPL,2024-03-26,170.0,171.42,169.58,169.71,57388449.0,-2.077202700363512,GBPUSD,1.26363,1.2668,1.26199,1.26289
174,MSFT,2024-03-26,425.61,425.99,421.35,421.65,16725647.0,0.05220321287044971,EURUSD,1.08364,1.08643,1.0824,1.08316
175,MSFT,2024-03-26,425.61,425.99,421.35,421.65,16725647.0,0.05220321287044971,USDJPY,151.402,151.603,151.202,151.501
176,MSFT,2024-03-26,425.61,425.99,421.35,421.65,16725647.0,0.05220321287044971,GBPUSD,1.26363,1.2668,1.26199,1.26289
177,GOOGL,2024-03-26,150.22,152.256,149.98,150.67,22149137.0,-0.13256445946843165,EURUSD,1.08364,1.08643,1.0824,1.08316
178,GOOGL,2024-03-26,150.22,152.256,149.98,150.67,22149137.0,-0.13256445946843165,USDJPY,151.402,151.603,151.202,151.501
179,GOOGL,2024-03-26,150.22,152.256,149.98,150.67,22149137.0,-0.13256445946843165,GBPUSD,1.26363,1.2668,1.26199,1.26289
180,AAPL,2024-03-25,170.565,171.94,169.45,170.85,54288328.0,0.6717341347003636,EURUSD,1.08074,1.08426,1.08019,1.08359
181,AAPL,2024-03-25,170.565,171.94,169.45,170.85,54288328.0,0.6717341347003636,USDJPY,151.375,151.545,151.048,151.405
182,AAPL,2024-03-25,170.565,171.94,169.45,170.85,54288328.0,0.6717341347003636,GBPUSD,1.25986,1.26524,1.25893,1.26364
183,MSFT,2024-03-25,425.24,427.41,421.61,422.86,18060450.0,0.28696786434248,EURUSD,1.08074,1.08426,1.08019,1.08359
184,MSFT,2024-03-25,425.24,427.41,421.61,422.86,18060450.0,0.28696786434248,USDJPY,151.375,151.545,151.048,151.405
185,MSFT,2024-03-25,425.24,427.41,421.61,422.86,18060450.0,0.28696786434248,GBPUSD,1.25986,1.26524,1.25893,1.26364
186,GOOGL,2024-03-25,149.94,150.375,147.82,150.07,19229285.0,-0.3982212782903005,EURUSD,1.08074,1.08426,1.08019,1.08359
187,GOOGL,2024-03-25,149.94,150.375,147.82,150.07,19229285.0,-0.3982212782903005,USDJPY,151.375,151.545,151.048,151.405
188,GOOGL,2024-03-25,149.94,150.375,147.82,150.07,19229285.0,-0.3982212782903005,GBPUSD,1.25986,1.26524,1.25893,1.26364
189,AAPL,2024-03-22,171.76,173.05,170.06,172.28,71160138.0,0.836991513023122,EURUSD,1.08605,1.08681,1.08015,1.0805
190,AAPL,2024-03-22,171.76,173.05,170.06,172.28,71160138.0,0.836991513023122,USDJPY,151.596,151.862,150.998,151.429
191,AAPL,2024-03-22,171.76,173.05,170.06,172.28,71160138.0,0.836991513023122,GBPUSD,1.26572,1.26751,1.25748,1.2601
192,MSFT,2024-03-22,429.7,429.86,426.07,428.74,17648473.0,1.3905311450598257,EURUSD,1.08605,1.08681,1.08015,1.0805
193,MSFT,2024-03-22,429.7,429.86,426.07,428.74,17648473.0,1.3905311450598257,USDJPY,151.596,151.862,150.998,151.429
194,MSFT,2024-03-22,429.7,429.86,426.07,428.74,17648473.0,1.3905311450598257,GBPUSD,1.26572,1.26751,1.25748,1.2601
195,GOOGL,2024-03-22,149.12,151.58,148.98,150.77,29211769.0,0.4664489904711244,EURUSD,1.08605,1.08681,1.08015,1.0805
196,GOOGL,2024-03-22,149.12,151.58,148.98,150.77,29211769.0,0.4664489904711244,USDJPY,151.596,151.862,150.998,151.429
197,GOOGL,2024-03-22,149.12,151.58,148.98,150.77,29211769.0,0.4664489904711244,GBPUSD,1.26572,1.26751,1.25748,1.2601
198,AAPL,2024-03-21,177.05,177.49,170.84,171.37,106181270.0,-0.5282098908753197,EURUSD,1.09206,1.09426,1.08551,1.08605
199,AAPL,2024-03-21,177.05,177.49,170.84,171.37,106181270.0,-0.5282098908753197,USDJPY,151.195,151.753,150.259,151.58
200,AAPL,2024-03-21,177.05,177.49,170.84,171.37,106181270.0,-0.5282098908753197,GBPUSD,1.27827,1.28033,1.265,1.26567
201,MSFT,2024-03-21,429.83,430.82,427.16,429.37,21296222.0,0.14694220273359093,EURUSD,1.09206,1.09426,1.08551,1.08605
202,MSFT,2024-03-21,429.83,430.82,427.16,429.37,21296222.0,0.14694220273359093,USDJPY,151.195,151.753,150.259,151.58
203,MSFT,2024-03-21,429.83,430.82,427.16,429.37,21296222.0,0.14694220273359093,GBPUSD,1.27827,1.28033,1.265,1.26567
204,GOOGL,2024-03-21,149.47,150.37,146.9001,147.6,24755597.0,-2.102540293161781,EURUSD,1.09206,1.09426,1.08551,1.08605
205,GOOGL,2024-03-21,149.47,150.37,146.9001,147.6,24755597.0,-2.102540293161781,USDJPY,151.195,151.753,150.259,151.58
206,GOOGL,2024-03-21,149.47,150.37,146.9001,147.6,24755597.0,-2.102540293161781,GBPUSD,1.27827,1.28033,1.265,1.26567
207,AAPL,2024-03-20,175.72,178.67,175.09,178.67,53423102.0,4.259788761160044,EURUSD,1.08653,1.0923,1.0836,1.09211
208,AAPL,2024-03-20,175.72,178.67,175.09,178.67,53423102.0,4.259788761160044,USDJPY,150.799,151.817,150.712,151.195
209,AAPL,2024-03-20,175.72,178.67,175.09,178.67,53423102.0,4.259788761160044,GBPUSD,1.27214,1.2787,1.26839,1.2783
210,MSFT,2024-03-20,422.0,425.96,420.66,425.23,17860085.0,-0.964203367724803,EURUSD,1.08653,1.0923,1.0836,1.09211
211,MSFT,2024-03-20,422.0,425.96,420.66,425.23,17860085.0,-0.964203367724803,USDJPY,150.799,151.817,150.712,151.195
212,MSFT,2024-03-20,422.0,425.96,420.66,425.23,17860085.0,-0.964203367724803,GBPUSD,1.27214,1.2787,1.26839,1.2783
213,GOOGL,2024-03-20,148.0,148.86,146.735,148.74,21311501.0,0.7723577235772439,EURUSD,1.08653,1.0923,1.0836,1.09211
214,GOOGL,2024-03-20,148.0,148.86,146.735,148.74,21311501.0,0.7723577235772439,USDJPY,150.799,151.817,150.712,151.195
215,GOOGL,2024-03-20,148.0,148.86,146.735,148.74,21311501.0,0.7723577235772439,GBPUSD,1.27214,1.2787,1.26839,1.2783
216,AAPL,2024-03-19,174.34,176.605,173.03,176.08,55215244.0,-1.4495998208988503,EURUSD,1.08728,1.08766,1.08345,1.08649
217,AAPL,2024-03-19,174.34,176.605,173.03,176.08,55215244.0,-1.4495998208988503,USDJPY,149.107,150.962,148.988,150.806
218,AAPL,2024-03-19,174.34,176.605,173.03,176.08,55215244.0,-1.4495998208988503,GBPUSD,1.27281,1.27329,1.26673,1.27201
219,MSFT,2024-03-19,417.83,421.6656,415.55,421.41,19837915.0,-0.8983373703642772,EURUSD,1.08728,1.08766,1.08345,1.08649
220,MSFT,2024-03-19,417.83,421.6656,415.55,421.41,19837915.0,-0.8983373703642772,USDJPY,149.107,150.962,148.988,150.806
221,MSFT,2024-03-19,417.83,421.6656,415.55,421.41,19837915.0,-0.8983373703642772,GBPUSD,1.27281,1.27329,1.26673,1.27201
222,GOOGL,2024-03-19,148.16,148.7913,146.08,147.03,24070435.0,-1.1496571198063799,EURUSD,1.08728,1.08766,1.08345,1.08649
223,GOOGL,2024-03-19,148.16,148.7913,146.08,147.03,24070435.0,-1.1496571198063799,USDJPY,149.107,150.962,148.988,150.806
224,GOOGL,2024-03-19,148.16,148.7913,146.08,147.03,24070435.0,-1.1496571198063799,GBPUSD,1.27281,1.27329,1.26673,1.27201
225,AAPL,2024-03-18,175.57,177.71,173.52,173.72,75604184.0,-1.3402998636983243,EURUSD,1.08878,1.09061,1.08658,1.08721
226,AAPL,2024-03-18,175.57,177.71,173.52,173.72,75604184.0,-1.3402998636983243,USDJPY,149.048,149.33,148.904,149.106
227,AAPL,2024-03-18,175.57,177.71,173.52,173.72,75604184.0,-1.3402998636983243,GBPUSD,1.27335,1.27467,1.27176,1.27283
228,MSFT,2024-03-18,414.25,420.73,413.78,417.32,20105977.0,-0.9705512446311237,EURUSD,1.08878,1.09061,1.08658,1.08721
229,MSFT,2024-03-18,414.25,420.73,413.78,417.32,20105977.0,-0.9705512446311237,USDJPY,149.048,149.33,148.904,149.106
230,MSFT,2024-03-18,414.25,420.73,413.78,417.32,20105977.0,-0.9705512446311237,GBPUSD,1.27335,1.27467,1.27176,1.27283
231,GOOGL,2024-03-18,148.61,152.15,147.17,147.68,69273699.0,0.4420866489831976,EURUSD,1.08878,1.09061,1.08658,1.08721
232,GOOGL,2024-03-18,148.61,152.15,147.17,147.68,69273699.0,0.4420866489831976,USDJPY,149.048,149.33,148.904,149.106
233,GOOGL,2024-03-18,148.61,152.15,147.17,147.68,69273699.0,0.4420866489831976,GBPUSD,1.27335,1.27467,1.27176,1.27283
234,AAPL,2024-03-15,171.17,172.62,170.285,172.62,121752699.0,-0.6332028551692348,EURUSD,1.08853,1.08997,1.08726,1.08869
235,AAPL,2024-03-15,171.17,172.62,170.285,172.62,121752699.0,-0.6332028551692348,USDJPY,148.279,149.164,148.028,149.033
236,AAPL,2024-03-15,171.17,172.62,170.285,172.62,121752699.0,-0.6332028551692348,GBPUSD,1.27524,1.2759,1.27247,1.2739
237,MSFT,2024-03-15,419.29,422.6,412.79,416.42,45079903.0,-0.21566184223137386,EURUSD,1.08853,1.08997,1.08726,1.08869
238,MSFT,2024-03-15,419.29,422.6,412.79,416.42,45079903.0,-0.21566184223137386,USDJPY,148.279,149.164,148.028,149.033
239,MSFT,2024-03-15,419.29,422.6,412.79,416.42,45079903.0,-0.21566184223137386,GBPUSD,1.27524,1.2759,1.27247,1.2739
240,GOOGL,2024-03-15,142.5,143.18,140.03,141.18,49475417.0,-4.401408450704225,EURUSD,1.08853,1.08997,1.08726,1.08869
241,GOOGL,2024-03-15,142.5,143.18,140.03,141.18,49475417.0,-4.401408450704225,USDJPY,148.279,149.164,148.028,149.033
242,GOOGL,2024-03-15,142.5,143.18,140.03,141.18,49475417.0,-4.401408450704225,GBPUSD,1.27524,1.2759,1.27247,1.2739
243,AAPL,2024-03-14,172.91,174.3078,172.05,173.0,72571635.0,0.22013671648708488,EURUSD,1.09485,1.0955,1.08804,1.08847
244,AAPL,2024-03-14,172.91,174.3078,172.05,173.0,72571635.0,0.22013671648708488,USDJPY,147.616,148.358,147.428,148.285
